Datas,Motivo,Valor ($),Volume (T),NS K$,Markets,Products,SOG,KPI,Source,Owner,Motivo_Index,Meta ($)
2024-01-19 10:15:29.729729732,Volume of inno,1262.92,1236.59,1320.36,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 213567201P4254 | OIKOS 1.5KGX1(4) | STRAWBERRY,Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2024-01-20 03:49:11.351351352,Avg FSP,3548.88,5907.32,4608.21,CBT-Federated Coop,117 | YOGURT | 21450 | YOGURT LAND | 21450456789012 | YOGURT LAND 250G (8) | BLUEBERRY,Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2024-01-20 21:22:52.972972976,Avg FSP,2398.86,4922.62,5251.07,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210641910O6214 | DANONE DRINK 190MLX1 (8) | BLUEBERRY,Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2024-01-21 14:56:34.594594596,Avg FSP,4119.91,808.92,870.79,CBT-Federated Coop,117 | YOGURT | 21450 | YOGURT LAND | 21450456789012 | YOGURT LAND 250G (8),Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2024-01-22 08:30:16.216216216,Avg RSP (standard price),887.53,2801.82,819.51,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122065 | OIKOS 750GX1(6),Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2024-01-23 02:03:57.837837840,Avg RSP (standard price),7180.26,1184.7,2944.4,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122173 | OIKOS 650GX1(6) | MANGO,Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2024-01-23 19:37:39.459459460,Distribution - DV,5199.54,2129.0,4232.77,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121042 | OIKOS 100GX4(6) | VANILLA,Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2024-01-24 13:11:21.081081084,Market trend L12W,4877.56,4658.75,970.2,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121228 | OIKOS 100GX12(2) | BLUEBERRY,External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2024-01-25 06:45:02.702702704,Share of Display,3013.56,6060.79,1896.47,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121042 | OIKOS 100GX4(6),Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2024-01-26 00:18:44.324324328,A&P Spent,1568.76,7262.31,1470.89,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4),Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2024-01-26 17:52:25.945945948,Share of Display,4187.54,158.22,4096.91,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719616035 | ACTIVIA 650GX1(6) | MANGO,Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2024-01-27 11:26:07.567567568,Share of Display,6512.35,640.03,3728.91,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4) | STRAWBERRY,Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2024-01-28 04:59:49.189189192,Distribution - DV,4998.02,2802.44,2024.92,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8) | PEACH,Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2024-01-28 22:33:30.810810812,Avg FSP,102.1,5545.2,5948.16,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356132094204 | OIKOS DRINK 190MLX1 (8),Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2024-01-29 16:07:12.432432436,Volume of inno,6743.74,1544.0,5378.64,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356132094204 | OIKOS DRINK 190MLX1 (8) | STRAWBERRY,Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2024-01-30 09:40:54.054054056,Avg RSP (standard price),2705.86,1881.33,5111.13,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8) | PEACH,Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2024-01-31 03:14:35.675675676,Volume of inno,7799.32,2327.8,4133.2,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210641910O6214 | DANONE DRINK 190MLX1 (8),Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2024-01-31 20:48:17.297297300,Distribution - DV,2067.01,6824.88,2161.5,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400234567890 | DANONE DRINK 330MLX6 (4),Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2024-02-01 14:21:58.918918920,Market trend L12W,6704.55,4522.78,6018.63,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8) | STRAWBERRY,External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2024-02-02 07:55:40.540540544,Avg FSP,3759.25,1927.53,4001.12,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122173 | OIKOS 650GX1(6) | MANGO,Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2024-02-03 01:29:22.162162164,Share of Display,855.36,6275.36,7071.89,CBT-Federated Coop,117 | YOGURT | 21450 | YOGURT LAND | 21450345678901 | YOGURT LAND 100G (12) | STRAWBERRY,Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2024-02-03 19:03:03.783783784,Avg RSP (standard price),7768.52,7153.43,3939.87,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122065 | OIKOS 750GX1(6),Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2024-02-04 12:36:45.405405408,Avg RSP (standard price),1100.83,1941.09,5141.92,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121228 | OIKOS 100GX12(2) | BLUEBERRY,Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2024-02-05 06:10:27.027027028,A&P Spent,7920.53,5155.87,3788.89,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121228 | OIKOS 100GX12(2),Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2024-02-05 23:44:08.648648652,Distribution - DV,437.35,341.27,7417.49,CBT-Federated Coop,117 | YOGURT | 21450 | YOGURT LAND | 21450456789012 | YOGURT LAND 250G (8) | BLUEBERRY,Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2024-02-06 17:17:50.270270272,Share of Display,4553.16,123.57,4243.62,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8) | PEACH,Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2024-02-07 10:51:31.891891892,Avg FSP,4761.89,5635.08,5256.99,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121042 | OIKOS 100GX4(6) | VANILLA,Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2024-02-08 04:25:13.513513516,Market trend L12W,4365.04,3601.28,6003.37,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122173 | OIKOS 650GX1(6) | MANGO,External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2024-02-08 21:58:55.135135136,A&P Spent,5819.45,7797.29,6585.76,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719616035 | ACTIVIA 650GX1(6),Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2024-02-09 15:32:36.756756760,Avg RSP (standard price),7327.62,5607.78,269.95,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400123456789 | DANONE YOGHURT 500G (4),Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2024-02-10 09:06:18.378378380,Avg FSP,3233.05,1161.37,2349.79,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719616035 | ACTIVIA 650GX1(6),Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2024-02-11 02:40:00.000000000,Avg RSP (standard price),1637.04,2417.09,3110.97,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121228 | OIKOS 100GX12(2) | BLUEBERRY,Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2024-02-11 20:13:41.621621624,Market trend L12W,5915.52,5438.35,3530.54,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121042 | OIKOS 100GX4(6),External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2024-02-12 13:47:23.243243244,Avg RSP (standard price),8238.4,4181.23,5419.43,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122065 | OIKOS 750GX1(6) | PEACH,Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2024-02-13 07:21:04.864864868,A&P Spent,6600.55,7427.38,396.58,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4) | VANILLA,Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2024-02-14 00:54:46.486486488,Avg FSP,5616.48,6098.59,5171.43,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4) | BLUEBERRY,Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2024-02-14 18:28:28.108108112,Volume of inno,1005.23,5872.84,2917.79,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719616035 | ACTIVIA 650GX1(6) | MANGO,Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2024-02-15 12:02:09.729729732,Volume of inno,4796.75,5011.77,431.41,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356132094204 | OIKOS DRINK 190MLX1 (8) | STRAWBERRY,Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2024-02-16 05:35:51.351351352,Avg FSP,3410.32,5993.67,6335.63,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122065 | OIKOS 750GX1(6),Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2024-02-16 23:09:32.972972976,Avg FSP,1777.36,6681.4,7570.47,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356132094204 | OIKOS DRINK 190MLX1 (8) | STRAWBERRY,Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2024-02-17 16:43:14.594594596,Volume of inno,6632.51,6225.08,2294.98,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8) | STRAWBERRY,Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2024-02-18 10:16:56.216216220,Avg FSP,7029.29,6029.14,2428.14,CBT-Federated Coop,117 | YOGURT | 21450 | YOGURT LAND | 21450345678901 | YOGURT LAND 100G (12) | STRAWBERRY,Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2024-02-19 03:50:37.837837840,Avg RSP (standard price),5401.9,3916.09,5898.24,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210641910O6214 | DANONE DRINK 190MLX1 (8),Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2024-02-19 21:24:19.459459460,Avg FSP,613.25,7214.65,3305.24,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8) | PEACH,Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2024-02-20 14:58:01.081081084,Market trend L12W,7215.21,1138.61,1874.18,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121042 | OIKOS 100GX4(6) | VANILLA,External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2024-02-21 08:31:42.702702704,A&P Spent,3378.52,3504.79,7209.52,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4) | VANILLA,Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2024-02-22 02:05:24.324324328,Share of Display,4300.35,4371.4,2881.69,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4) | BLUEBERRY,Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2024-02-22 19:39:05.945945944,Share of Display,331.36,3026.78,3401.79,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 213567201P4254 | OIKOS 1.5KGX1(4),Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2024-02-23 13:12:47.567567568,Market trend L12W,5894.08,8089.11,664.6,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4) | STRAWBERRY,External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2024-02-24 06:46:29.189189192,Avg RSP (standard price),7740.15,3460.32,2530.39,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4),Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2024-02-25 00:20:10.810810816,Volume of inno,1414.0,4414.6,7450.31,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8),Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2024-02-25 17:53:52.432432432,Avg RSP (standard price),496.75,7081.73,3915.95,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121228 | OIKOS 100GX12(2) | BLUEBERRY,Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2024-02-26 11:27:34.054054056,Avg RSP (standard price),2025.44,1758.13,503.67,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643000P6257 | DANONE TWO GOOD DAIRY YOGURT 625G (6),Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2024-02-27 05:01:15.675675680,Market trend L12W,3212.23,6755.14,5544.21,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719616035 | ACTIVIA 650GX1(6),External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2024-02-27 22:34:57.297297296,Distribution - DV,6969.29,625.26,1640.63,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643000P6257 | DANONE TWO GOOD DAIRY YOGURT 95GX4(6),Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2024-02-28 16:08:38.918918920,Distribution - DV,848.45,7449.07,1851.46,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122173 | OIKOS 650GX1(6),Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2024-02-29 09:42:20.540540544,A&P Spent,2124.33,6402.68,3908.06,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4) | VANILLA,Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2024-03-01 03:16:02.162162168,Volume of inno,3121.66,1285.42,3452.02,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4),Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2024-03-01 20:49:43.783783784,Market trend L12W,2797.79,4856.86,3240.87,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121228 | OIKOS 100GX12(2) | BLUEBERRY,External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2024-03-02 14:23:25.405405408,Volume of inno,2766.42,1104.41,5375.94,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122173 | OIKOS 650GX1(6) | MANGO,Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2024-03-03 07:57:07.027027032,Market trend L12W,5958.91,2451.95,7527.38,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122065 | OIKOS 750GX1(6) | PEACH,External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2024-03-04 01:30:48.648648648,Volume of inno,4661.03,2267.12,2534.51,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400234567890 | DANONE DRINK 330MLX6 (4) | PEACH,Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2024-03-04 19:04:30.270270272,Avg RSP (standard price),639.26,5523.46,3897.57,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8) | STRAWBERRY,Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2024-03-05 12:38:11.891891896,Distribution - DV,4867.5,3898.48,1275.39,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4) | STRAWBERRY,Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2024-03-06 06:11:53.513513512,Avg RSP (standard price),7241.55,3849.01,3439.8,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122065 | OIKOS 750GX1(6),Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2024-03-06 23:45:35.135135136,Share of Display,4867.43,4889.95,4680.85,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4),Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2024-03-07 17:19:16.756756760,A&P Spent,1208.04,8801.47,6469.56,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4),Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2024-03-08 10:52:58.378378384,Avg RSP (standard price),7797.5,5964.53,7846.0,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210641910O6214 | DANONE DRINK 190MLX1 (8),Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2024-03-09 04:26:40.000000000,A&P Spent,4363.68,6620.59,5786.68,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8) | STRAWBERRY,Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2024-03-09 22:00:21.621621624,A&P Spent,5557.72,2117.96,6713.82,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210641910O6214 | DANONE KIDS YOGURT 180G (4),Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2024-03-10 15:34:03.243243248,Distribution - DV,2991.71,7961.32,5785.22,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8),Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2024-03-11 09:07:44.864864864,Avg FSP,1711.36,7560.27,5783.16,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 213567201P4254 | OIKOS 1.5KGX1(4) | STRAWBERRY,Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2024-03-12 02:41:26.486486488,Avg RSP (standard price),6476.14,4887.31,4655.54,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4) | VANILLA,Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2024-03-12 20:15:08.108108112,Avg FSP,4232.37,2866.47,7778.54,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356132094204 | OIKOS DRINK 190MLX1 (8),Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2024-03-13 13:48:49.729729728,Avg FSP,3173.42,2906.5,4850.18,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400234567890 | DANONE DRINK 330MLX6 (4) | PEACH,Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2024-03-14 07:22:31.351351352,Market trend L12W,1805.79,9169.33,4208.08,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121228 | OIKOS 100GX12(2) | BLUEBERRY,External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2024-03-15 00:56:12.972972976,Volume of inno,7125.2,1006.41,1800.15,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121228 | OIKOS 100GX12(2),Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2024-03-15 18:29:54.594594600,Avg FSP,4439.58,2796.23,8000.97,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122173 | OIKOS 650GX1(6),Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2024-03-16 12:03:36.216216216,Market trend L12W,2958.75,1625.39,8498.59,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8) | STRAWBERRY,External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2024-03-17 05:37:17.837837840,Avg RSP (standard price),3284.56,2778.21,962.97,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210641910O6214 | DANONE DRINK 190MLX1 (8) | BLUEBERRY,Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2024-03-17 23:10:59.459459464,Volume of inno,3342.73,4173.17,4778.05,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8),Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2024-03-18 16:44:41.081081080,Distribution - DV,7547.7,3473.77,3187.17,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719616035 | ACTIVIA 650GX1(6) | MANGO,Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2024-03-19 10:18:22.702702704,Volume of inno,4349.26,4489.72,2839.01,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400234567890 | DANONE DRINK 330MLX6 (4) | PEACH,Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2024-03-20 03:52:04.324324328,A&P Spent,3524.87,3276.18,4818.05,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210641910O6214 | DANONE KIDS YOGURT 180G (4),Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2024-03-20 21:25:45.945945952,Volume of inno,4506.97,8110.6,6891.73,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210641910O6214 | DANONE KIDS YOGURT 180G (4),Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2024-03-21 14:59:27.567567568,Distribution - DV,4133.12,1230.14,2381.99,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8) | STRAWBERRY,Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2024-03-22 08:33:09.189189192,Share of Display,1167.81,1891.61,4256.82,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400123456789 | DANONE YOGHURT 500G (4),Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2024-03-23 02:06:50.810810816,Volume of inno,8317.29,4015.66,3115.03,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4) | VANILLA,Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2024-03-23 19:40:32.432432432,A&P Spent,3546.95,6278.86,7585.97,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8) | PEACH,Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2024-03-24 13:14:14.054054056,Market trend L12W,7584.36,6211.33,5215.53,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210641910O6214 | DANONE DRINK 190MLX1 (8) | BLUEBERRY,External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2024-03-25 06:47:55.675675680,Distribution - DV,1570.38,2776.35,2494.1,CBT-Federated Coop,117 | YOGURT | 21450 | YOGURT LAND | 21450456789012 | YOGURT LAND 250G (8) | BLUEBERRY,Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2024-03-26 00:21:37.297297296,A&P Spent,2234.87,4773.15,5493.25,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121042 | OIKOS 100GX4(6),Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2024-03-26 17:55:18.918918920,Avg RSP (standard price),1381.1,1723.51,1684.38,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8) | PEACH,Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2024-03-27 11:29:00.540540544,Avg RSP (standard price),777.3,288.7,1467.07,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400234567890 | DANONE DRINK 330MLX6 (4) | PEACH,Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2024-03-28 05:02:42.162162168,A&P Spent,542.06,2952.17,7895.61,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122065 | OIKOS 750GX1(6),Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2024-03-28 22:36:23.783783784,Avg RSP (standard price),2750.83,239.62,7276.22,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4) | BLUEBERRY,Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2024-03-29 16:10:05.405405408,Distribution - DV,1560.48,2826.37,3016.27,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121228 | OIKOS 100GX12(2),Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2024-03-30 09:43:47.027027032,Market trend L12W,1861.48,1094.39,5296.04,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 213567201P4254 | OIKOS 1.5KGX1(4),External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2024-03-31 03:17:28.648648648,A&P Spent,723.99,3619.99,1690.51,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4),Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2024-03-31 20:51:10.270270272,Market trend L12W,5490.66,447.12,5908.61,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122173 | OIKOS 650GX1(6) | MANGO,External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2024-04-01 14:24:51.891891896,Share of Display,1992.84,6424.1,8649.76,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210641910O6214 | DANONE DRINK 190MLX1 (8) | BLUEBERRY,Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
